3594,"National Air Traffic Services",NULL,"","RFI","SHERLOCK","United Kingdom","N"
3595,"National Airlines",NULL,"","NAN","NATION AIR","United States","N"
3596,"National Airlines",NULL,"N4","NCN","","Chile","N"
3597,"National Airlines",NULL,"N7","ROK","RED ROCK","United States","N"
3598,"National Airlines",NULL,"NA","NAL","NATIONAL","United States","N"
3599,"National Airlines",NULL,"","KUS","KUSWAG","South Africa","N"
3600,"National Airways Cameroon",NULL,"9O","","","Cameroon","N"
3601,"National Airways Corporation",NULL,"","LFI","AEROMED","South Africa","N"
3602,"National Aviation Company",NULL,"","GTY","","Egypt","N"
3603,"National Aviation Consultants",NULL,"","TNC","NATCOM","Canada","N"
3604,"National Express",NULL,"","NXT","NATIONAL FREIGHT","United States","N"
3605,"National Grid",NULL,"","GRD","GRID","United Kingdom","N"
3606,"National Jet Express",NULL,"","JTE","JETEX","Australia","N"
3607,"National Jet Service",NULL,"","AND","AIR INDIANA","United States","N"
3608,"National Jet Systems",NULL,"NC","NJS","NATIONAL JET","Australia","Y"
3609,"National Oceanic and Atmospheric Administration",NULL,"","NAA","NOAA","United States","N"
3610,"National Overseas Airlines Company",NULL,"","NOL","NAT AIRLINE","Egypt","N"
3611,"Nationale Luchtvaartschool",NULL,"","NLS","PANDER","Netherlands","N"
3612,"Nations Air Express Inc",NULL,"","NAE","NATIONS EXPRESS","United States","N"
3613,"Nationwide Airlines",NULL,"CE","NTW","NATIONWIDE","South Africa","Y"
3614,"Nationwide Airlines (Zambia)",NULL,"","NWZ","ZAMNAT","Zambia","N"
3615,"Natural Environment Research Council",NULL,"","EVM","SCIENCE","United Kingdom","N"
3616,"Natureair",NULL,"","NRR","NATUREAIR","Costa Rica","N"
3617,"Naturelink Charter",NULL,"","NRK","NATURELINK","South Africa","N"
3618,"Nauru Air Corporation",NULL,"ON","RON","AIR NAURU","Nauru","Y"
3619,"NAV CANADA",NULL,"","NVC","NAV CAN","Canada","N"
3620,"Nav Flight Planning",NULL,"","NAV","NAV DISPATCH","Czech Republic","N"
3621,"Navegacao Aerea De Portugal",NULL,"","NVP","","Portugal","N"
3622,"Navegacion Servicios Aereos Canarios SA",NULL,"","NAY","NAYSA","Spain","N"
3623,"Navid",NULL,"","IRI","NAVID","Iran","N"
3624,"Naviera Mexicana",NULL,"","NVM","NAVIERA","Mexico","N"
3625,"Navigator Airlines",NULL,"","NVL","NAVLINES","Armenia","N"
3626,"Navinc Airlines Services",NULL,"","XNV","","United States","N"
3627,"Navitaire",NULL,"1N","","","United States","N"
3628,"Navtech System Support",NULL,"","XNS","","Canada","N"
3629,"Nayzak Air Transport",NULL,"","NZA","","Libya","N"
3630,"State of Nebraska",NULL,"","NEB","NEBRASKA","United States","N"
3631,"Necon Air",NULL,"","NEC","NECON AIR","Nepal","N"
3632,"Nederlandse Kustwacht",NULL,"","NCG","NETHERLANDS COASTGUARD","Netherlands","N"
3633,"Nefteyugansk Aviation Division",NULL,"","NFT","NEFTEAVIA","Russia","N"
3634,"Neiltown Air",NULL,"","NLA","NEILTOWN AIR","Canada","N"
3635,"Nelair Charters",NULL,"","NLC","NELAIR","South Africa","N"
3636,"Nelson Aviation College",NULL,"","CGE","COLLEGE","New Zealand","N"
3637,"Nepal Airlines",NULL,"RA","RNA","ROYAL NEPAL","Nepal","Y"
3638,"Neos",NULL,"NO","NOS","MOONFLOWER","Italy","N"
3639,"Neosiam Airways",NULL,"","TOX","SKY KINGDOM","Thailand","N"
3640,"Neric",NULL,"","NSL","NERICAIR","United Kingdom","N"
3641,"NetJets",NULL,"1I","EJA","EXECJET","United States","Y"
3642,"Network Aviation Services",NULL,"","NET","NETWORK","Nigeria","N"
3643,"New England Air Express",NULL,"","NEZ","ENGAIR","United States","N"
3644,"New England Airlines",NULL,"EJ","NEA","NEW ENGLAND","United States","Y"
3645,"New Heights 291",NULL,"","NHT","NEWHEIGHTS","South Africa","N"
3646,"New World Jet Corporation",NULL,"","NWD","NEW WORLD","United States","N"
3647,"New York Helicopter",NULL,"","NYH","NEW YORK","United States","N"
3648,"New York State Police",NULL,"","GRY","GRAY RIDER","United States","N"
3649,"New Zealand Air Defence Force",NULL,"","KRC","KIWI RESCUE","New Zealand","N"
3650,"Newair",NULL,"","HVA","HAVEN-AIR","United States","N"
3651,"Newfoundland Labrador Air Transport",NULL,"","NLT","NALAIR","Canada","N"
3652,"NextJet",NULL,"2N","NTJ","NEXTJET","Sweden","Y"
3653,"Nextflight Aviation",NULL,"","NXF","NEXTFLIGHT","United States","N"
3654,"Nexus Aviation",NULL,"","NXS","NEXUS AVIATION","Nigeria","N"
3655,"Nicaraguense De Aviacion",NULL,"","NIS","NICA","Nicaragua","N"
3656,"Nicon Airways",NULL,"","NCN","NICON AIRWAYS","Nigeria","N"
3657,"Nigeria Airways",NULL,"","NGA","NIGERIA","Nigeria","N"
3658,"Nigerian Air Force",NULL,"","NGR","NIGERIAN AIRFORCE","Nigeria","N"
3659,"Nigerian Global",NULL,"","NGX","AIR GLOBAL","Nigeria","N"
3660,"Night Express",NULL,"","EXT","EXECUTIVE","Germany","N"
3661,"Niki",NULL,"HG","NLY","FLYNIKI","Austria","Y"
3662,"Nikolaev-Air",NULL,"","NKV","AIR NIKOLAEV","Ukraine","N"
3663,"Nile Safaris Aviation",NULL,"","NSA","NILE SAFARIS","Sudan","N"
3664,"Nile Valley Aviation Company",NULL,"","NVA","","Egypt","N"
3665,"Nile Wings Aviation Services",NULL,"","NLW","NILE WINGS","Sudan","N"
3666,"Nimbus Aviation",NULL,"","NBS","NIMBUS","United Kingdom","N"
3667,"Nippon Cargo Airlines",NULL,"KZ","NCA","NIPPON CARGO","Japan","N"
3668,"Nizhnevartovskavia",NULL,"","NVK","VARTOSKAVIA","Russia","N"
3669,"Search and Rescue 202",NULL,"","SRG","","United Kingdom","N"
3670,"Search and Rescue 22",NULL,"","SRD","","United Kingdom","N"
3671,"No. 32 (The Royal) Squadron RAF",NULL,"","NOH","NORTHOLT","United Kingdom","N"
3672,"84 Squadron Royal Air Force @ RAF Akrotiri",NULL,"","AKG","GRIFTER","United Kingdom","N"
3673,"Nobil Air",NULL,"","NBL","NOBIL AIR","Moldova","N"
3674,"Nok Air",NULL,"DD","NOK","NOK AIR","Thailand","Y"
3675,"Nolinor Aviation",NULL,"","NRL","NOLINOR","Canada","N"
3676,"Nomad Aviation",NULL,"","NMD","NOMAD AIR","Namibia","N"
3677,"Norcopter",NULL,"","NOC","","Norway","N"
3678,"Nord-Flyg",NULL,"","NEF","NORDEX","Sweden","N"
3679,"Nordeste Linhas Aereas Regionais",NULL,"JH","NES","NORDESTE","Brazil","N"
3680,"Nordic Regional",NULL,"6N","NRD","NORTH RIDER","Sweden","N"
3681,"Nordic Solutions",NULL,"","NVD","NORDVIND","Lithuania","N"
3682,"Nordstree (Australia)",NULL,"","NDS","","Australia","N"
3683,"Norestair",NULL,"","NRT","NORESTAIR","Spain","N"
3684,"Norfolk County Flight College",NULL,"","NCF","COUNTY","United Kingdom","Y"
3685,"Norontair",NULL,"","NOA","NORONTAIR","Canada","N"
3686,"Norrlandsflyg",NULL,"","HMF","LIFEGUARD SWEDEN","Sweden","N"
3687,"Norse Air Charter",NULL,"","NRX","NORSE AIR","South Africa","N"
3688,"Norsk Flyrjeneste",NULL,"","NIR","NORSEMAN","Norway","N"
3689,"Norsk Helikopter",NULL,"","NOR","NORSKE","Norway","N"
3690,"Norsk Luftambulanse",NULL,"","DOC","HELIDOC","Norway","N"
3691,"Nortavia",NULL,"","RTV","TIC-TAC","Portugal","N"
3692,"North Adria Aviation",NULL,"","NAI","NORTH-ADRIA","Croatia","N"
3693,"North American Airlines",NULL,"","NTM","NORTHAM","Canada","Y"
3694,"North American Charters",NULL,"","HMR","HAMMER","Canada","Y"
3695,"North American Jet Charter Group",NULL,"","NAJ","JET GROUP","United States","N"
3696,"North Atlantic Air Inc",NULL,"","NAT","MASS AIR","United States","N"
3697,"North Atlantic Cargo",NULL,"","NFC","NORTH ATLANTIC","Norway","N"
3698,"North British Airlines",NULL,"","NBN","TEESAIR","United Kingdom","N"
3699,"North Caribou Flying Service Ltd",NULL,"","NCB","NORTH CARIBOU","Canada","N"
3700,"North Coast Air Services Ltd",NULL,"","NCC","NORTH COAST","Canada","N"
3701,"North Coast Aviation",NULL,"N9","","","Papua New Guinea","N"
3702,"North Flying",NULL,"M3","NFA","NORTH FLYING","Denmark","N"
3703,"North Sea Airways",NULL,"","NRC","NORTH SEA","Netherlands","N"
3704,"North Star Air Cargo",NULL,"","SBX","SKY BOX","United States","N"
3705,"North Vancouver Airlines",NULL,"","NRV","NORVAN","Canada","N"
3706,"North West Airlines",NULL,"","NWW","HALANT","Australia","N"
3707,"North West Geomatics",NULL,"","PTO","PHOTO","Canada","N"
3708,"North-East Airlines",NULL,"","NEN","NORTHEAST SWAN","Nigeria","N"
3709,"North-West Air Transport Company - Vyborg",NULL,"","VBG","VYBORG AIR","Russia","N"
3710,"North-Wright Airways",NULL,"HW","NWL","NORTHWRIGHT","Canada","N"
3711,"Northafrican Air Transport",NULL,"","NLL","NORTHAFRICAN AIR","Libya","N"
3712,"Northaire Feight Lines",NULL,"","NFL","GREAT LAKES","United States","N"
3713,"Northamptonshire School of Flying",NULL,"","NSF","NORTON","United Kingdom","N"
3714,"Northcoast Executive Airlines",NULL,"","NCE","TOP HAT","United States","N"
3715,"Northeast Airlines",NULL,"","NEE","NORTHEAST","United States","N"
3716,"Northeast Aviation",NULL,"","NPX","NORTHEAST EXPRESS","United States","N"
3717,"Northern Air Cargo",NULL,"NC","NAC","YUKON","United States","N"
3718,"Northern Airlines Sanya",NULL,"","BYC","BEIYA","China","N"
3719,"Northern Airways",NULL,"","NDA","NORTHERN DAKOTA","United States","N"
3720,"Northern Aviation Service",NULL,"","CMU","LANNA AIR","Thailand","N"
3721,"Northern Dene Airways",NULL,"U7","","","Canada","Y"
3722,"Northern Executive Aviation",NULL,"","NEX","NEATAX","United Kingdom","N"
3723,"Northern Illinois Commuter",NULL,"","NIC","ILLINOIS COMMUTER","United States","N"
3724,"Northern Jet Management",NULL,"","NTX","NORTAX","United States","N"
3725,"Northern Thunderbird Air",NULL,"","NTA","THUNDERBIRD","Canada","N"
3726,"Northland Aviation",NULL,"","KOE","KOKEE","United States","N"
3727,"Northstar Aviation",NULL,"","NSS","NORTHSTAR","United States","N"
3728,"Northumbria Helicopters",NULL,"","NHL","NORTHUMBRIA","United Kingdom","N"
3729,"Northway Aviation Ltd",NULL,"","NAL","NORTHWAY","Canada","N"
3730,"Northwest Aero Associates",NULL,"","NWE","","United States","N"
3731,"Northwest Airlines",NULL,"NW","NWA","NORTHWEST","United States","Y"
3732,"Northwest Regional Airlines",NULL,"FY","NWR","","Australia","N"
3733,"Northwest Territorial Airways",NULL,"","NWT","TERRITORIAL","Canada","N"
3734,"Northwestern Air",NULL,"J3","PLR","POLARIS","Canada","Y"
3735,"Northwinds Northern",NULL,"","NWN","NORTHWINDS","Canada","N"
3736,"Nortland Air Manitoba",NULL,"","NAM","MANITOBA","Canada","N"
3737,"Norwegian Air Shuttle",NULL,"DY","NAX","NOR SHUTTLE","Norway","Y"
3738,"Norwegian Aviation College",NULL,"","TFN","SPRIT","Norway","Y"
3739,"Notams International",NULL,"","XNT","","United States","N"
3740,"Nouvel Air Tunisie",NULL,"BJ","LBT","NOUVELAIR","Tunisia","Y"
3741,"Nova Airline",NULL,"M4","NOV","NOVANILE","Sudan","N"
3742,"Nova Scotia Department of Lands and Forests",NULL,"","PTR","PATROL","Canada","N"
3743,"Novair",NULL,"1I","NVR","NAVIGATOR","Sweden","Y"
3744,"Novogorod Air Enterprise",NULL,"","NVG","SADKO AVIA","Russia","N"
3745,"Novosibirsk Aircraft Repairing Plant",NULL,"","NSP","NARPAIR","Russia","N"
3746,"Novosibirsk Aviaenterprise",NULL,"","NBE","NAKAIR","Russia","N"
3747,"Novosibirsk Aviation Production Association",NULL,"","NPO","NOVSIB","Russia","N"
3748,"Noy Aviation",NULL,"","NOY","NOY AVIATION","Israel","N"
3749,"Nuevo Continente",NULL,"N6","ACQ","AERO CONTINENTE","Peru","N"
3750,"Nuevo Horizonte Internacional",NULL,"","NHR","NUEVO HORIZONTE","Mexico","N"
3751,"Nunasi-Central Airlines",NULL,"","NUN","NUNASI","Canada","N"
3752,"Nurman Avia Indopura",NULL,"","NIN","NURVINDO","Indonesia","N"
3753,"Nyasa Express",NULL,"","NYS","NYASA","Malawi","N"
3754,"Nas Air",NULL,"XY","KNE","NAS EXPRESS","Saudi Arabia","Y"
3755,"O Air",NULL,"","OCN","O-BIRD","France","N"
3756,"O'Connor Airlines",NULL,"UQ","OCM","OCONNOR","Australia","N"
3757,"OAG",NULL,"CR","","","United Kingdom","N"
3758,"OSACOM",NULL,"","JPA","J-PAT","United States","N"
3759,"Oasis Hong Kong Airlines",NULL,"O8","OHK","OASIS","Hong Kong","Y"
3760,"Ocean Air",NULL,"","BCN","BLUE OCEAN","Mauritania","Y"
3761,"Ocean Airlines",NULL,"VC","VCX","OCEANCARGO","Italy","N"
3762,"Ocean Sky (UK)",NULL,"","OCS","OCEANSKY","United Kingdom","N"
3763,"Ocean Wings Commuter Service",NULL,"","TUK","TUCKERNUCK","United States","N"
3764,"Oceanair",NULL,"O6","ONE","OCEANAIR","Brazil","Y"
3765,"Oceanic Airlines",NULL,"O2","","","Guinea","Y"
3766,"Odessa Airlines",NULL,"","ODS","ODESSA AIR","Ukraine","N"
3767,"Odyssey International",NULL,"","ODY","ODYSSEY","Canada","N"
3768,"Office Federal De'Aviation Civile",NULL,"","FOC","FOCA","Switzerland","N"
3769,"Ogooue Air Cargo",NULL,"","GBO","","Gabon","N"
3770,"Okada Airlines",NULL,"","OKJ","OKADA AIR","Nigeria","N"
3771,"Okapi Airways",NULL,"","OKP","OKAPI","Democratic Republic of Congo","N"
3772,"Okay Airways",NULL,"","OKA","OKAYJET","China","N"
3773,"Oklahoma Department of Public Safety",NULL,"","OKL","OKLAHOMA","United States","N"
3774,"Olimex Aerotaxi",NULL,"","OLX","OLIMEX","Czech Republic","N"
3775,"Olimp Air",NULL,"","KVK","PONTA","Kazakhstan","N"
3776,"Olympic Airlines",NULL,"OA","OAL","OLYMPIC","Greece","Y"
3777,"Olympic Aviation",NULL,"","OLY","OLAVIA","Greece","N"
3778,"Oman Air",NULL,"WY","OMA","OMAN AIR","Oman","Y"
3779,"Oman Royal Flight",NULL,"","ORF","OMAN","Oman","N"
3780,"Omni - Aviacao e Tecnologia",NULL,"","OAV","OMNI","Portugal","N"
3781,"Omni Air International",NULL,"OY","OAE","OMNI-EXPRESS","United States","Y"
3782,"Omniflys",NULL,"","OMF","OMNIFLYS","Mexico","N"
3783,"Omskavia Airline",NULL,"N3","OMS","OMSK","Russia","N"
3784,"On Air Limited",NULL,"","ORL","ON AIR","Canada","N"
3785,"One Two Go Airlines",NULL,"","OTG","THAI EXPRESS","Thailand","Y"
3786,"Onetime Airlines Zambia",NULL,"","OTM","ZEDTIME","Zambia","N"
3787,"Ontario Ministry of Health",NULL,"","MED","MEDICAL","Canada","N"
3788,"Onur Air",NULL,"8Q","OHY","ONUR AIR","Turkey","Y"
3789,"Opal Air",NULL,"","OPA","","Australia","N"
3790,"Open Sky Aviation",NULL,"","OSA","","Lebanon","N"
3791,"OpenSkies",NULL,"","BOS","MISTRAL","United Kingdom","N"
3792,"Operadora Turistica Aurora",NULL,"","ORR","TURISTICA AURORA","Mexico","N"
3793,"Operadora de Lineas Ejecutivas",NULL,"","OLE","OPERADORA","Mexico","N"
3794,"Operadora de Transportes Aereos",NULL,"","OTP","OPERADORA AEREO","Mexico","N"
3795,"Operadora de Veulos Ejectutivos",NULL,"","OPV","OPERADORA DE VUELOS","Mexico","N"
3796,"Operation Enduring Freedom",NULL,"","LLO","APOLLO","Canada","N"
3797,"Operational Aviation Services",NULL,"","OAX","","Australia","N"
3798,"Orange Air Services",NULL,"","ORD","ORANGE SERVICES","Sierra Leone","N"
3799,"Orange Air Sierra Leone",NULL,"","ORJ","ORANGE SIERRA","Sierra Leone","N"
3800,"Orange Aviation",NULL,"","ORE","ORANGE AVIATION","Israel","N"
3801,"Orbit Express Airlines",NULL,"","ORX","OREX","Turkey","N"
3802,"Orca Air",NULL,"","ORK","ORCA TAXI","Egypt","N"
3803,"Orebro Aviation",NULL,"","BUE","BLUELIGHT","Sweden","N"
3804,"Orel State Air Enterprise",NULL,"","ORM","ORPRISE","Russia","N"
3805,"Orenburg Airlines",NULL,"R2","ORB","ORENBURG","Russia","Y"
3806,"Organizacion De Transportes Aereos",NULL,"","OTA","ORGANIZACION","Mexico","N"
3807,"Organizacoes Mambra",NULL,"","OML","MAMBRA","Angola","N"
3808,"Orient Air",NULL,"","OVV","ORIENTSYR","Syrian Arab Republic","N"
3809,"Orient Airlines",NULL,"","OTR","ORIENTROC","Sudan","N"
3810,"Orient Airways",NULL,"","ORN","ORIENT LINER","Pakistan","N"
3811,"Orient Thai Airlines",NULL,"OX","OEA","ORIENT THAI","Thailand","Y"
3812,"Oriental Air Bridge",NULL,"","NGK","ORIENTAL BRIDGE","Japan","N"
3813,"Oriental Airlines",NULL,"","OAC","ORIENTAL AIR","Nigeria","N"
3814,"Origin Pacific Airways",NULL,"QO","OGN","ORIGIN","New Zealand","Y"
3815,"Orion Air Charter",NULL,"","OED","ORION CHARTER","South Africa","N"
3816,"Orion-x",NULL,"","OIX","ORIONIX","Russia","N"
3817,"Orlan-2000",NULL,"","KOV","ORLAN","Kazakhstan","N"
3818,"Ornage Aircraft Leasing",NULL,"","RNG","ORANGE","Netherlands","N"
3819,"Orscom Tourist Installations Company",NULL,"","OAD","ORSCOM","Egypt","N"
3820,"Osh Avia",NULL,"","OSH","OSH AVIA","Kyrgyzstan","N"
3821,"Ostend Air College",NULL,"","OCO","AIR COLLEGE","Belgium","N"
3822,"Ostfriesische Lufttransport",NULL,"OL","OLT","OLTRA","Germany","Y"
3823,"Oulun Tilauslento",NULL,"","FNL","FINN FLIGHT","Finland","N"
3824,"Our Airline",NULL,"ON","RON","OUR AIRLINE","Nauru","N"
3825,"Out Of The Blue Air Safaris",NULL,"","OOT","OOTBAS","South Africa","N"
3826,"Overland Airways",NULL,"OJ","OLA","OVERLAND","Nigeria","Y"
3827,"Oxaero",NULL,"","OXE","OXOE","United Kingdom","N"
3828,"Oxford Air Services",NULL,"","WDK","WOODSTOCK","United Kingdom","N"
3829,"Oxley Aviation",NULL,"","OAA","","Australia","N"
3830,"Ozark Air Lines",NULL,"OZ","OZR","OZARK","United States","N"
3831,"Ozjet Airlines",NULL,"O7","OZJ","AUSJET","Australia","Y"
3832,"P & P Floss Pick Manufacturers",NULL,"","KTL","KNOTTSBERRY","South Africa","N"
3833,"PAC Air",NULL,"","PCR","PACAIR","United States","N"
3834,"PAN Air",NULL,"PV","PNR","SKYJET","Spain","Y"
3835,"PB Air",NULL,"9Q","PBA","PEEBEE AIR","Thailand","Y"
3836,"PDQ Air Charter",NULL,"","PDQ","DISPATCH","United States","N"
3837,"PHH Aviation System",NULL,"","XAS","","United States","N"
3838,"PLM Dollar Group",NULL,"","PDG","OSPREY","United Kingdom","N"
3839,"PLUNA",NULL,"PU","PUA","PLUNA","Uruguay","Y"
3840,"PMTair",NULL,"U4","PMT","MULTITRADE","Cambodia","Y"
3841,"PRT Aviation",NULL,"","PRP","PRONTO","Spain","N"
3842,"PSA Airlines",NULL,"","JIA","BLUE STREAK","United States","N"
3843,"PTL Luftfahrtunternehemen",NULL,"","KST","KING STAR","Germany","N"
3844,"Paccair",NULL,"","WIS","WISCAIR","United States","N"
3845,"Pace Airlines",NULL,"Y5","PCE","PACE","United States","N"
3846,"Pacific Air Boats",NULL,"","PAB","AIR BOATS","Canada","N"
3847,"Pacific Air Charter",NULL,"","PRC","PACIFIC CHARTER","United States","N"
3848,"Pacific Air Express",NULL,"","PCF","PACIFIC EXPRESS","United States","N"
3849,"Pacific Air Transport",NULL,"","PXP","PAK EXPRESS","United States","N"
3850,"Jetstar Pacific","Pacific Airlines","BL","PIC","PACIFIC AIRLINES","Vietnam","Y"
3851,"Pacific Alaska Airlines",NULL,"","PAK","PACIFIC ALASKA","United States","N"
3852,"Pacific Aviation (Australia)",NULL,"","PCV","PACAV","Australia","N"
3853,"Pacific Aviation (United States)",NULL,"","PCX","","United States","N"
3854,"Pacific Blue",NULL,"DJ","PBN","BLUEBIRD","New Zealand","N"
3855,"Pacific Coast Airlines",NULL,"","PQA","SAGE BRUSH","United States","N"
3856,"Pacific Coastal Airline",NULL,"8P","PCO","PASCO","Canada","Y"
3857,"Pacific East Asia Cargo Airlines",NULL,"Q8","PEC","PAC-EAST CARGO","Philippines","Y"
3858,"Pacific Flight Services",NULL,"","PFA","PACIFIC SING","Singapore","N"
3859,"Pacific International Airlines",NULL,"","PIN","ROAD RUNNERS","United States","N"
3860,"Pacific Island Aviation",NULL,"","PSA","PACIFIC ISLE","United States","Y"
3861,"Pacific Jet",NULL,"","PCJ","PACIFIC JET","United States","N"
3862,"Pacific Pearl Airways",NULL,"","PPM","PACIFIC PEARL","Philippines","N"
3863,"Pacific Rim Airways",NULL,"","PAR","PACRIM","Australia","N"
3864,"Pacific Southwest Airlines",NULL,"PS","PSX","SMILEY","United States","N"
3865,"Pacific Wings",NULL,"LW","NMI","TSUNAMI","United States","Y"
3866,"Pacificair",NULL,"GX","","","Philippines","N"
3867,"Pacificair Airlines",NULL,"","PFR","PACIFIC WEST","United States","N"
3868,"Package Express",NULL,"","RCY","RACE CITY","United States","N"
3869,"Paisajes Espanoles",NULL,"","PAE","PAISAJES","Spain","N"
3870,"Pak West Airlines",NULL,"","PKW","PLATINUM WEST","United States","N"
3871,"Pakistan International Airlines","PIA Pakistan International","PK","PIA","PAKISTAN","Pakistan","Y"
3872,"Pakker Avio",NULL,"","PKR","PAKKER AVIO","Estonia","N"
3873,"Pal Aerolineas",NULL,"","LPA","LINEASPAL","Mexico","N"
3874,"Palau Asia Pacific Airlines",NULL,"","PPC","PALAU ASIAPAC","Palau","N"
3875,"Palau Trans Pacific Airline",NULL,"GP","PTP","TRANS PACIFIC","Palau","N"
3876,"Palestinian Airlines",NULL,"PF","PNW","PALESTINIAN","Egypt","N"
3877,"Palmer Aviation",NULL,"","JSP","PALMER","United Kingdom","N"
3878,"Pamir Airways",NULL,"NR","PIR","PAMIR","Afghanistan","N"
3879,"Pan African Air Services",NULL,"","PFN","PANAFRICAN","Sierra Leone","N"
3880,"Pan African Airways",NULL,"","ODM","","Kenya","N"
3881,"Pan Air",NULL,"","PAX","PANNEX","United States","N"
3882,"Pan Am Weather Systems",NULL,"","XPA","","United States","N"
3883,"Pan Am World Airways",NULL,"","PWD","","Dominican Republic","N"
3885,"Pan American Airways",NULL,"PA","PAA","","United States","N"
3886,"Pan American World Airways",NULL,"PA","PAA","CLIPPER","United States","N"
3887,"Pan Europeenne Air Service",NULL,"","PEA","","France","N"
3888,"Pan Havacilik Ve Ticaret",NULL,"","PHT","PANANK","Turkey","N"
3889,"Pan Malaysian Air Transport",NULL,"","PMA","PAN MALAYSIA","Malaysia","N"
3890,"Pan-Air",NULL,"","PNC","PANAIRSA","Mexico","N"
3891,"Panafrican Airways",NULL,"PQ","PNF","PANWAYS","Ivory Coast","N"
3892,"Panagra Airways",NULL,"","PGI","PANAGRA","United States","N"
3893,"Panamedia",NULL,"","PEI","PANAMEDIA","Spain","N"
3894,"Panavia",NULL,"","PVI","","Panama","N"
3895,"Panh",NULL,"","PNH","KUBAN LIK","Russia","N"
3896,"Pannon Air Service",NULL,"","PHU","PANNON","Hungary","N"
3897,"Panorama",NULL,"","PNM","PANORAMA","Spain","N"
3898,"Panorama Air Tour",NULL,"","PAH","LANI","United States","N"
3899,"Panorama Flight Service",NULL,"","AFD","AIRFED","United States","N"
3900,"Pantanal Linhas Aéreas",NULL,"P8","PTN","PANTANAL","Brazil","N"
3901,"Papair Terminal",NULL,"","HMP","PAPAIR TERMINAL","Haiti","N"
3902,"Paradise Airways",NULL,"","PAI","SEA RAY","United States","N"
3903,"Paradise Island Airways",NULL,"","PDI","PARADISE ISLAND","United States","N"
3904,"Paragon Air Express",NULL,"","PGX","PARAGON EXPRESS","United States","N"
3905,"Paragon Global Flight Support",NULL,"","PGF","","United Kingdom","N"
3906,"Paramount Airlines",NULL,"","PRR","PARAMOUNT","Sierra Leone","N"
3907,"Paramount Airways",NULL,"I7","PMW","PARAWAY","India","Y"
3908,"Parcel Express",NULL,"","APE","AIR PARCEL","United States","N"
3909,"Pariz Air",NULL,"","IRE","PARIZAIR","Iran","N"
3910,"Pars Aviation Service",NULL,"","PRA","PARSAVIA","Iran","N"
3911,"Parsa",NULL,"","PST","TURISMO REGIONAL","Panama","N"
3912,"Parsons Airways Northern",NULL,"","FAP","","Canada","N"
3913,"Pascan Aviation",NULL,"","PSC","PASCAN","Canada","N"
3914,"Passaredo Transportes Aereos",NULL,"","PTB","PASSAREDO","Brazil","Y"
3915,"Patria Cargas Aereas",NULL,"","PTC","PATRIA","Argentina","N"
3916,"Patriot Aviation Limited",NULL,"","BYT","BYTE","United Kingdom","N"
3917,"Patterson Aviation Company",NULL,"","ETL","ENTEL","United States","N"
3918,"Pawan Hans",NULL,"","PHE","PAWAN HANS","India","N"
3919,"Payam Air",NULL,"","IRP","PAYAMAIR","Iran","N"
3920,"Peach Air",NULL,"","KGC","GOLDCREST","United Kingdom","N"
3921,"Pearl Air",NULL,"","PRL","PEARL LINE","Pakistan","N"
3922,"Pearl Air Services",NULL,"","PBY","PEARL SERVICES","Uganda","N"
3923,"Pearl Airways",NULL,"HP","HPA","PEARL AIRWAYS","Haiti","N"
3924,"Peau Vava%Gʻ%@u",NULL,"","PVU","PEAU","Tonga","N"
3925,"Pecotox Air",NULL,"","PXA","PECOTOX","Moldova","N"
3926,"Pegasus Airlines",NULL,"PC","PGT","SUNTURK","Turkey","Y"
3927,"Pegasus Aviation",NULL,"","PEV","PEGAVIATION","Greece","N"
3928,"Pegasus Hava Tasimaciligi",NULL,"1I","","","Turkey","N"
3929,"Pegasus Helicopters",NULL,"","HAK","HELIFALCON","Norway","N"
3930,"Pelican Air Services",NULL,"","PDF","PELICAN AIRWAYS","South Africa","N"
3931,"Pelican Express",NULL,"","PEX","PELICAN EXPRESS","United States","N"
3932,"Pelita Air Service",NULL,"","PAS","PELITA","Indonesia","N"
3933,"Pem-Air",NULL,"","PEM","PEM-AIR","Canada","N"
3934,"Pen-Avia",NULL,"","PDY","PENDLEY","United Kingdom","N"
3935,"Peninsula Airways",NULL,"KS","PEN","PENINSULA","United States","Y"
3936,"Peninter Aerea",NULL,"","PNE","PENINTER","Mexico","N"
3937,"Penya De L'Aire",NULL,"","PCA","PENA DEL AIRE","Spain","N"
3938,"Peran",NULL,"","CVT","CVETA","Kazakhstan","N"
3939,"Perforadora Central",NULL,"","PCC","PERFORADORA CENTRAL","Mexico","N"
3940,"Perimeter Aviation",NULL,"","PAG","PERIMETER","Canada","N"
3941,"Perm Airlines",NULL,"P9","PGP","PERM AIR","Russia","N"
3942,"Personas Y Pasquetes Por Air",NULL,"","PPQ","PERSONSPAQ","Mexico","N"
3943,"Peruvian Air Force",NULL,"","FPR","","Peru","N"
3944,"Peruvian Navy",NULL,"","INP","","Peru","N"
3945,"Petroleos Mexicanos",NULL,"","PMX","PEMEX","Mexico","N"
3946,"Petroleum Helicopters",NULL,"","PHM","PETROLEUM","United States","N"
3947,"Petroleum Helicopters de Colombia",NULL,"","PHC","HELICOPTERS","Colombia","N"
3948,"Petropavlovsk-Kamchatsk Air Enterprise",NULL,"","PTK","PETROKAM","Russia","N"
3949,"Petty Transport",NULL,"","PTY","PETTY","United States","N"
